Note,LGBTQ,ADULT_CONTENT,HEALTH,DRUGS_ALCOHOL_GAMBLING,RACE,VIOLENCE_CRIME,POLITICS,RELATION,LOCATION,NONE
breakfast caused diarrhea,0,0,1,0,0,0,0,0,0,0
san diego,0,0,0,0,0,0,0,0,1,0
italiano,0,0,0,0,1,0,0,0,0,0
poker night,0,0,0,1,0,0,0,0,0,0
bad daughter,0,0,0,0,0,0,0,1,0,0
ur stupid keyboard jesus,0,0,0,0,1,0,0,0,0,0
food course,0,0,0,0,0,0,0,0,0,0
assholes,0,1,0,0,0,0,0,0,0,0
bailing fig jail,0,0,0,0,0,1,0,0,0,0
bailing jail,0,0,0,0,0,1,0,0,0,0
a daughter,0,0,0,0,0,0,0,1,0,0
banquet deposit includes sons mother daughter apologies delay,0,0,0,0,0,0,0,1,0,0
fake italian,0,0,0,0,1,0,0,0,0,0
florida,0,0,0,0,0,0,0,0,1,0
vote republican,0,0,0,0,0,0,1,0,0,0
keke,0,0,0,0,0,0,0,0,0,0
donald trump wig,0,0,0,0,0,0,1,0,0,0
new york,0,0,0,0,0,0,0,0,1,0
bengals blow,0,0,0,0,1,0,0,0,0,0
name father son holy spirit ramen,0,0,0,0,0,0,0,1,0,0
yeah,0,0,0,0,0,0,0,0,0,0
stupid china,0,0,0,0,1,0,0,0,0,0
singapore,0,0,0,0,0,0,0,0,1,0
everyone telling told jeremy bisexual,1,0,0,0,0,0,0,0,0,0
dci atlanta,0,0,0,0,0,0,0,0,1,0
sluts canes,0,1,0,0,0,0,0,0,0,0
pay request low class move jefe,0,0,0,0,1,0,0,0,0,0
stop killing,0,0,0,0,0,1,0,0,0,0
ecstasy,0,0,0,0,0,0,0,0,0,0
buying pizza racist papa,0,0,0,0,1,0,0,0,0,0
ouch,0,0,0,0,0,0,0,0,0,0
treatment red wasp sting,0,0,1,0,0,0,0,0,0,0
dinner professor fumera husband,0,0,0,0,0,0,0,1,0,0
gay pay,1,0,0,0,0,0,0,0,0,0
china russia alliance,0,0,0,0,0,0,1,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
free train ride blaze eskeiit unofficial mayor naperville,0,0,0,0,0,0,1,0,0,0
political hush money final warning says senator,0,0,0,0,0,0,1,0,0,0
cigarettes,0,0,0,1,0,0,0,0,0,0
pumpkin condoms,0,1,0,0,0,0,0,0,0,0
husband wrestling problem,0,0,0,0,0,0,0,1,0,0
pull eject use condom,0,1,0,0,0,0,0,0,0,0
queer,1,0,0,0,0,0,0,0,0,0
gold chain drug money,0,0,0,1,0,0,0,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
irish thunder,0,0,0,0,1,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
chinese sucks,0,0,0,0,1,0,0,0,0,0
prison,0,0,0,0,0,1,0,0,0,0
case appealed supreme court united states full weight power united states department justice,0,0,0,0,0,1,0,0,0,0
slutty congressman,0,1,0,0,0,0,1,0,0,0
poker,0,0,0,1,0,0,0,0,0,0
mamma mia venmo_dollar,0,0,0,0,0,0,0,0,0,0
watch birds smoke weed,0,0,0,1,0,0,0,0,0,0
ouchie,0,0,0,0,0,0,0,0,0,0
husband best brother in law,0,0,0,0,0,0,0,1,0,0
damn government keeps stealing money socialist programs,0,0,0,0,0,0,1,0,0,0
love daughter,0,0,0,0,0,0,0,1,0,0
divorce u d,0,0,0,0,0,0,0,1,0,0
gay,1,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0
bet,0,0,0,1,0,0,0,0,0,0
diarrhea,0,0,1,0,0,0,0,0,0,0
therapy,0,0,1,0,0,0,0,0,0,0
husband hunting,0,0,0,0,0,0,0,1,0,0
asian people food,0,0,0,0,1,0,0,0,0,0
vodka,0,0,0,1,0,0,0,0,0,0
get dumbass work,0,1,0,0,0,0,0,0,0,0
governor s mansion,0,0,0,0,0,0,1,0,0,0
obama care,0,0,0,0,0,0,1,0,0,0
beers queers,1,0,0,0,0,0,0,0,0,0
lucky bastard,0,1,0,0,0,0,0,0,0,0
teaching chinese,0,0,0,0,1,0,0,0,0,0
tokyo send rest within week,0,0,0,0,0,0,0,0,1,0
best drugs,0,0,0,1,0,0,0,0,0,0
gaybash,1,0,0,0,0,0,0,0,0,0
drinks indigestion,0,0,1,0,0,0,0,0,0,0
yeah,0,0,0,0,0,0,0,0,0,0
florida trip,0,0,0,0,0,0,0,0,1,0
sexual advances work place,0,1,0,0,0,0,0,0,0,0
snack attack,0,0,0,0,0,1,0,0,0,0
gay fundraiser,1,0,0,0,0,0,0,0,0,0
government ruining lives,0,0,0,0,0,0,1,0,0,0
doctor visit,0,0,1,0,0,0,0,0,0,0
insomnia,0,0,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
black jac,0,0,0,1,0,0,0,0,0,0
cough,0,0,1,0,0,0,0,0,0,0
poker,0,0,0,1,0,0,0,0,0,0
human trafficking,0,0,0,0,0,1,0,0,0,0
democrats,0,0,0,0,0,0,1,0,0,0
medicine membership,0,0,1,0,0,0,0,0,0,0
chinese people,0,0,0,0,1,0,0,0,0,0
future stomach issues,0,0,1,0,0,0,0,0,0,0
casino,0,0,0,1,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
therapy appoinment,0,0,1,0,0,0,0,0,0,0
mif vs mi vs cia vs nsa vs fbi vs abc vs vs rgb vs winnie poo,0,0,0,0,0,1,0,0,0,0
bet g,0,0,0,1,0,0,0,0,0,0
mexican beast,0,0,0,0,1,0,0,0,0,0
pizza last night,0,0,0,0,0,0,0,0,0,0
rick scott governor,0,0,0,0,0,0,1,0,0,0
plus mono vs fluoro bet,0,0,0,1,0,0,0,0,0,0
sexual harrassment training,0,1,0,0,0,0,0,0,0,0
cleaning awesome daughter,0,0,0,0,0,0,0,1,0,0
cy ranch cheer clinic,0,0,1,0,0,0,0,0,0,0
ireland,0,0,0,0,0,0,0,0,1,0
husband gave handy,0,0,0,0,0,0,0,1,0,0
www mailorderhusband com st payment installment,0,0,0,0,0,0,0,1,0,0
thanks fake id cards buy beer,0,0,0,0,0,1,0,0,0,0
killing vincent,0,0,0,0,0,1,0,0,0,0
ouch,0,0,0,0,0,0,0,0,0,0
lil jew,0,0,0,0,1,0,0,0,0,0
casino night payout good job,0,0,0,1,0,0,0,0,0,0
donald trump re election fund top supporter account stand anthem,0,0,0,0,0,0,1,0,0,0
prescription,0,0,1,0,0,0,0,0,0,0
heroin,0,0,0,1,0,0,0,0,0,0
wtf happened,0,1,0,0,0,0,0,0,0,0
bigger boy,0,1,0,0,0,0,0,0,0,0
child trafficking,0,0,0,0,0,1,0,0,0,0
therapy session,0,0,1,0,0,0,0,0,0,0
porto bet refund,0,0,0,1,0,0,0,0,0,0
land beer steers queers,1,0,0,0,0,0,0,0,0,0
smoking causes cancer,0,0,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
irish things,0,0,0,0,1,0,0,0,0,0
weed smoked,0,0,0,1,0,0,0,0,0,0
physical therapy,0,0,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
san diego lodging,0,0,0,0,0,0,0,0,1,0
bastard,0,1,0,0,0,0,0,0,0,0
girl sings song,0,0,0,0,0,0,0,0,0,0
mexican man,0,0,0,0,1,0,0,0,0,0
check fake id,0,0,0,0,0,1,0,0,0,0
bring pain,0,0,1,0,0,0,0,0,0,0
flavored condoms,0,1,0,0,0,0,0,0,0,0
fuk quanza,0,1,0,0,0,0,0,0,0,0
diarrhea,0,0,1,0,0,0,0,0,0,0
still gay,1,0,0,0,0,0,0,0,0,0
ouch,0,0,0,0,0,0,0,0,0,0
isomnia delhi minus clads msic,0,0,0,0,0,0,0,0,1,0
weed gas,0,0,0,1,0,0,0,0,0,0
trump pee pee tapes,0,0,0,0,0,0,1,0,0,0
fake id,0,0,0,0,0,1,0,0,0,0
doctor visit medicine,0,0,1,0,0,0,0,0,0,0
cause fat asses,0,1,0,0,0,0,0,0,0,0
tapapppppo,0,0,0,0,0,0,0,0,0,0
seattle,0,0,0,0,0,0,0,0,1,0
boston bush,0,0,0,0,0,0,1,0,0,0
republican party,0,0,0,0,0,0,1,0,0,0
beast,0,1,0,0,0,0,0,0,0,0
premium subscription husband land,0,0,0,0,0,0,0,1,0,0
hot irish guy,0,0,0,0,1,0,0,0,0,0
physical therapy,0,0,1,0,0,0,0,0,0,0
gangbang,0,1,0,0,0,0,0,0,0,0
reconstructive surgery,0,0,1,0,0,0,0,0,0,0
underaged drinking,0,0,0,1,0,0,0,0,0,0
breast augmentation fund,0,1,0,0,0,0,0,0,0,0
cancer,0,0,1,0,0,0,0,0,0,0
hook ups ily,0,1,0,0,0,0,0,0,0,0
medicine,0,0,1,0,0,0,0,0,0,0
tissues something nice fakepassport noenterenceintofrance,0,0,0,0,0,1,0,0,0,0
awkwardly rough foreplay,0,1,0,0,0,0,0,0,0,0
china white,0,0,0,0,1,0,0,0,0,0
nose trauma,0,0,1,0,0,0,0,0,0,0
meddling presidential election drug smuggling kilograms crystal meth mexico,0,0,0,0,0,0,1,0,0,0
green leaves actual lettuce stop spying government,0,0,0,0,0,0,1,0,0,0
gay bingo double date,1,0,0,0,0,0,0,0,0,0
still hate miami florida go noles,0,0,0,0,0,0,0,0,1,0
bush,0,0,0,0,0,0,1,0,0,0
ur mom gay,1,0,0,0,0,0,0,0,0,0
nicks knife,0,0,0,0,0,1,0,0,0,0
would participated prison mike,0,0,0,0,0,1,0,0,0,0
sexual things,0,1,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
austria come soon,0,0,0,0,0,0,0,0,1,0
worst daughter ever,0,0,0,0,0,0,0,1,0,0
rent,0,0,0,0,0,0,0,1,0,0
trump tower,0,0,0,0,0,0,1,0,0,0
seattle public utilities,0,0,0,0,0,0,0,0,1,0
three lesbians traveling world,1,0,0,0,0,0,0,0,0,0
u mom gay,1,0,0,0,0,0,0,0,0,0
doctor,0,0,1,0,0,0,0,0,0,0
jew,0,0,0,0,1,0,0,0,0,0
bush,0,0,0,0,0,0,1,0,0,0
good daughter,0,0,0,0,0,0,0,1,0,0
maryann holly model treatment,0,0,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
divorce papers,0,0,0,0,0,0,0,1,0,0
michelle obama tickets,0,0,0,0,0,0,1,0,0,0
ima thief,0,0,0,0,0,1,0,0,0,0
okay yeah,0,0,0,0,0,0,0,0,0,0
bushes,0,0,0,0,0,0,1,0,0,0
ur gay,1,0,0,0,0,0,0,0,0,0
dumbass,0,1,0,0,0,0,0,0,0,0
dallas,0,0,0,0,0,0,0,0,1,0
ouch,0,0,0,0,0,0,0,0,0,0
case fire,0,0,0,0,0,1,0,0,0,0
chicago prison,0,0,0,0,0,1,0,0,0,0
still gay thick,1,0,0,0,0,0,0,0,0,0
reactions spanish soap operas,0,0,0,0,1,0,0,0,0,0
gay stuff,1,0,0,0,0,0,0,0,0,0
nights tampa,0,0,0,0,0,0,0,0,1,0
brazilian,0,0,0,0,1,0,0,0,0,0
hemorrhoid cream,0,0,1,0,0,0,0,0,0,0
great daughter amazing mom,0,0,0,0,0,0,0,1,0,0
flat earth propaganda,0,0,0,0,0,0,1,0,0,0
gay tax,1,0,0,0,0,0,0,0,0,0
hurt,0,0,1,0,0,0,0,0,0,0
ve got condom wallet,0,1,0,0,0,0,0,0,0,0
ur gay,1,0,0,0,0,0,0,0,0,0
governors gala,0,0,0,0,0,0,1,0,0,0
stuff,0,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
explosives,0,0,0,0,0,1,0,0,0,0
ya doctor,0,0,1,0,0,0,0,0,0,0
bailing stephen jail,0,0,0,0,0,1,0,0,0,0
husband wont let take money,0,0,0,0,0,0,0,1,0,0
denver,0,0,0,0,0,0,0,0,1,0
got close gym missed hair got chinese instead,0,0,0,0,1,0,0,0,0,0
obama,0,0,0,0,0,0,1,0,0,0
abortion money,0,0,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
hillsong,0,0,0,0,0,0,0,0,0,0
george bush doesnt care black people,0,0,0,0,1,0,0,0,0,0
chinese girlfriend,0,0,0,0,1,0,0,0,0,0
dinner sensual massage completely heterosexual friend steve,0,1,0,0,0,0,0,0,0,0
swelling,0,0,1,0,0,0,0,0,0,0
wops,0,0,0,0,0,0,0,0,0,0
chinese toys,0,0,0,0,1,0,0,0,0,0
poker,0,0,0,1,0,0,0,0,0,0
casino,0,0,0,1,0,0,0,0,0,0
black people,0,0,0,0,1,0,0,0,0,0
irish bombs,0,0,0,1,1,0,0,0,0,0
everything changed water nation attacked plottwist,0,0,0,0,0,1,0,0,0,0
stuff and or things,0,0,0,0,0,0,0,0,0,0
obama nicholas cage,0,0,0,0,0,0,1,0,0,0
gay kinda gay let something,1,0,0,0,0,0,0,0,0,0
ransom money uber thief,0,0,0,0,0,1,0,0,0,0
vball clinic,0,0,1,0,0,0,0,0,0,0
prig jewish tonight,0,0,0,0,1,0,0,0,0,0
chinese creek,0,0,0,0,1,0,0,0,0,0
dentist,0,0,1,0,0,0,0,0,0,0
florida nye bills splitwise com,0,0,0,0,0,0,0,0,1,0
gayborhood,1,0,0,0,0,0,0,0,0,0
obama,0,0,0,0,0,0,1,0,0,0
accidentally paid christmas eve instead daughter would much appreciate payment back,0,0,0,0,0,0,0,1,0,0
bet,0,0,0,1,0,0,0,0,0,0
american boi,0,0,0,0,1,0,0,0,0,0
bet,0,0,0,1,0,0,0,0,0,0
narcotics,0,0,0,1,0,0,0,0,0,0
gambling addiction,0,0,0,1,0,0,0,0,0,0
thanks taking care racist dog,0,0,0,0,1,0,0,0,0,0
bet,0,0,0,1,0,0,0,0,0,0
poker night,0,0,0,1,0,0,0,0,0,0
stuff,0,0,0,0,0,0,0,0,0,0
maris divorce,0,0,0,0,0,0,0,1,0,0
lesbian,1,0,0,0,0,0,0,0,0,0
cray rich gaysians,1,0,0,0,1,0,0,0,0,0
dubai glam,0,0,0,0,0,0,0,0,1,0
dumbass eric,0,1,0,0,0,0,0,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
make democrats cry hat,0,0,0,0,0,0,1,0,0,0
cleveland hotel room,0,0,0,0,0,0,0,0,1,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
best daughter world,0,0,0,0,0,0,0,1,0,0
rash ointment,0,0,1,0,0,0,0,0,0,0
donald trump spray tan,0,0,0,0,0,0,1,0,0,0
stuff,0,0,0,0,0,0,0,0,0,0
bet,0,0,0,1,0,0,0,0,0,0
dom jew,0,0,0,0,1,0,0,0,0,0
doctor shot,0,0,1,0,0,0,0,0,0,0
tampa,0,0,0,0,0,0,0,0,1,0
bike rental,0,0,0,0,0,0,0,1,0,0
husband,0,0,0,0,0,0,0,1,0,0
lost bet,0,0,0,1,0,0,0,0,0,0
austrian,0,0,0,0,0,0,0,0,1,0
gay,1,0,0,0,0,0,0,0,0,0
football giants,0,0,0,0,0,0,0,0,0,0
child abuse woat,0,0,0,0,0,1,0,0,0,0
gay months according father,1,0,0,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
st bitch,0,1,0,0,0,0,0,0,0,0
trauma,0,0,1,0,0,0,0,0,0,0
ouch sauce,0,0,0,0,0,0,0,0,0,0
brophy husband coming,0,0,0,0,0,0,0,1,0,0
another husband listened jock strap debate,0,0,0,0,0,0,0,1,0,0
poker champ,0,0,0,1,0,0,0,0,0,0
hello daughter let know get please m testing make sure works love dad,0,0,0,0,0,0,0,1,0,0
blow trump pool toy,0,0,0,0,0,0,1,0,0,0
generous loving husband whole world,0,0,0,0,0,0,0,1,0,0
italian food west los angeles,0,0,0,0,0,0,0,0,1,0
london,0,0,0,0,0,0,0,0,1,0
best husband,0,0,0,0,0,0,0,1,0,0
train florence milan,0,0,0,0,0,0,0,0,1,0
fire gas,0,0,0,0,0,1,0,0,0,0
lgbtqia,1,0,0,0,0,0,0,0,0,0
security deposit refund good luck dubai,0,0,0,0,0,0,0,0,1,0
trump piñata party cups,0,0,0,0,0,0,1,0,0,0
golf gay,1,0,0,0,0,0,0,0,0,0
sexual content,0,1,0,0,0,0,0,0,0,0
bunless hot dogs racism downer,0,0,0,0,1,0,0,0,0,0
hey,0,0,0,0,0,0,0,0,0,0
bail money,0,0,0,0,0,1,0,0,0,0
ouch,0,0,0,0,0,0,0,0,0,0
poker,0,0,0,1,0,0,0,0,0,0
pain money,0,0,1,0,0,0,0,0,0,0
gon na look gay disney,1,0,0,0,0,0,0,0,0,0
building wall trump,0,0,0,0,0,0,1,0,0,0
help son car note hope remember deal honor,0,0,0,0,0,0,0,1,0,0
surprise ive defeated odds pregnant,0,0,1,0,0,0,0,0,0,0
los angeles,0,0,0,0,0,0,0,0,1,0
ugly,0,0,0,0,0,0,0,0,0,0
jew,0,0,0,0,1,0,0,0,0,0
portland cruise,0,0,0,0,0,0,0,0,1,0
florida,0,0,0,0,0,0,0,0,1,0
sexi woman,0,1,0,0,0,0,0,0,0,0
concealed weapons permit,0,0,0,0,0,1,0,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
tear patriarchy implement communism,0,0,0,0,0,0,1,0,0,0
bet awaiting payment,0,0,0,1,0,0,0,0,0,0
gay stuff,1,0,0,0,0,0,0,0,0,0
bailing prison,0,0,0,0,0,1,0,0,0,0
poker,0,0,0,1,0,0,0,0,0,0
cant wait see husband,0,0,0,0,0,0,0,1,0,0
runescape poison dagger,0,0,0,0,0,1,0,0,0,0
think swell,0,0,1,0,0,0,0,0,0,0
stab us,0,0,0,0,0,1,0,0,0,0
london s africa,0,0,0,0,1,0,0,0,0,0
eyelash therapy,0,0,1,0,0,0,0,0,0,0
trump campaign donation,0,0,0,0,0,0,1,0,0,0
colonoscopy,0,0,1,0,0,0,0,0,0,0
gay send back takebacks erasies,1,0,0,0,0,0,0,0,0,0
rent internet sans utilities,0,0,0,0,0,0,0,1,0,0
cigarettes,0,0,0,1,0,0,0,0,0,0
gov stumpys,0,0,0,0,0,0,1,0,0,0
bribe vote beto,0,0,0,0,0,0,1,0,0,0
say crack,0,0,0,1,0,0,0,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
putin campaign fund,0,0,0,0,0,0,1,0,0,0
john gay,1,0,0,0,0,0,0,0,0,0
sexual activities,0,1,0,0,0,0,0,0,0,0
pornhub membership premium,0,1,0,0,0,0,0,0,0,0
hate gay alpacha,1,0,0,0,0,0,0,0,0,0
democratic hate group roletrump,0,0,0,0,0,0,1,0,0,0
divorce,0,0,0,0,0,0,0,1,0,0
thanks dicking daughter know racist,0,0,0,0,1,0,0,1,0,0
parasite medicine,0,0,1,0,0,0,0,0,0,0
saying bush also saying,0,0,0,0,0,0,1,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
enjoy prison,0,0,0,0,0,1,0,0,0,0
cheers governor,0,0,0,0,0,0,1,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
trump rally tickets make america great,0,0,0,0,0,0,1,0,0,0
literal drug money,0,0,0,1,0,0,0,0,0,0
paying fix headache caused,0,0,1,0,0,0,0,0,0,0
keeping bar open re assholes,0,1,0,0,0,0,0,0,0,0
ditch fake id legal drink,0,0,0,0,0,1,0,0,0,0
poker,0,0,0,1,0,0,0,0,0,0
therapy,0,0,1,0,0,0,0,0,0,0
adult things,0,1,0,0,0,0,0,0,0,0
gay add pants,1,0,0,0,0,0,0,0,0,0
aids medication,0,0,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
dtla,0,0,0,0,0,0,0,0,1,0
bush,0,0,0,0,0,1,1,0,0,0
killing eve,0,0,0,0,0,1,0,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
switchback,0,0,0,0,0,0,0,0,0,0
max preconversion hormonal therapy drugs covered insurance agreed loan money could start process,0,0,1,0,0,0,0,0,0,0
lash therapy,0,0,1,0,0,0,0,0,0,0
dumbass xfinity bill,0,1,0,0,0,0,0,0,0,0
venmo_dollar,0,0,0,0,0,0,0,0,0,0
petition officially name new apt headache house,0,0,1,0,0,0,0,0,0,0
rent venmo_dollar,0,0,0,0,0,0,0,0,0,0
disappointing ufc fight thanks obama,0,0,0,0,0,0,1,0,0,0
bush,0,0,0,0,0,0,1,0,0,0
mexican blood,0,0,0,0,1,0,0,0,0,0
study aids,0,0,1,0,0,0,0,0,0,0
fat ankle therapy,0,0,1,0,0,0,0,0,0,0
photo shoot deposit august,0,0,0,0,0,0,0,0,0,0
stripper money,0,1,0,0,0,0,0,0,0,0
illicit services,0,0,0,1,0,0,0,0,0,0
son kito rent,0,0,0,0,0,0,0,1,0,0
bush,0,0,0,0,0,0,1,0,0,0
subgay,1,0,0,0,0,0,0,0,0,0
austin trip,0,0,0,0,0,0,0,0,1,0
half ntc alumni run n gun tournament,0,0,0,0,0,1,0,0,0,0
pornographic material switchblade,0,1,0,0,0,0,0,0,0,0
s gay,1,0,0,0,0,0,0,0,0,0
touching husband,0,0,0,0,0,0,0,1,0,0
ouch,0,0,0,0,0,0,0,0,0,0
poker,0,0,0,1,0,0,0,0,0,0
jenn husband,0,0,0,0,0,0,0,1,0,0
good granny,0,0,0,0,0,0,0,1,0,0
dumbass forgot wallet lol,0,1,0,0,0,0,0,0,0,0
mayor cup,0,0,0,0,0,0,0,0,0,0
obama,0,0,0,0,0,0,1,0,0,0
weed,0,0,0,1,0,0,0,0,0,0
basket sandra smith thief,0,0,0,0,0,1,0,0,0,0
poker,0,0,0,1,0,0,0,0,0,0
therapy,0,0,1,0,0,0,0,0,0,0
nation immigrants festival_stage festival_beer,0,0,0,0,0,0,1,0,0,0
beast,0,1,0,0,0,0,0,0,0,0
dentist,0,0,1,0,0,0,0,0,0,0
cheap strippers cheap,0,1,0,0,0,0,0,0,0,0
florida trip,0,0,0,0,0,0,0,0,1,0
destroying bank account,0,0,0,0,0,1,0,0,0,0
obama cares,0,0,0,0,0,0,1,0,0,0
remember wasp attacked us car maddie caught gum container,0,0,0,0,0,1,0,0,0,0
bet,0,0,0,1,0,0,0,0,0,0
george bush doesnt care black people,0,0,0,0,0,0,1,0,0,0
asian garden,0,0,0,0,1,0,0,0,0,0
weird hole wall mexican place,0,0,0,0,1,0,0,0,0,0
killing bodies,0,0,0,0,0,1,0,0,0,0
blowjobs seafood,0,1,0,0,0,0,0,0,0,0
adult life,0,1,0,0,0,0,0,0,0,0
obama,0,0,0,0,0,0,1,0,0,0
ethiopian,0,0,0,0,1,0,0,0,0,0
fbi surveillance van equipment,0,0,0,0,0,1,0,0,0,0
max gay date,1,0,0,0,0,0,0,0,0,0
bush,0,0,0,0,0,0,1,0,0,0
big league jew dj set,0,0,0,0,1,0,0,0,0,0
iceland lodging,0,0,0,0,0,0,0,0,1,0
rent ouch,0,0,0,0,0,0,0,0,0,0
last month rhode island rent,0,0,0,0,0,0,0,0,1,0
pimp tax august,0,1,0,0,0,0,0,0,0,0
songfest,0,0,0,0,0,0,0,0,0,0
dat poison,0,0,0,0,0,1,0,0,0,0
pro communism rally,0,0,0,0,0,0,1,0,0,0
stuff,0,0,0,0,0,0,0,0,0,0
cleveland,0,0,0,0,0,0,0,0,1,0
marinaj venmo_dollar,0,0,0,0,0,0,0,0,0,0
summer gay wear,1,0,0,0,0,0,0,0,0,0
briannah milne august trumpet,0,0,0,0,0,0,1,0,0,0
tranquility base hotel casino,0,0,0,1,0,0,0,0,0,0
sexual attraction,0,1,0,0,0,0,0,0,0,0
poker,0,0,0,1,0,0,0,0,0,0
re actually gay,1,0,0,0,0,0,0,0,0,0
poor melania donald sexually assault everyone,0,0,0,0,0,0,1,0,0,0
moviiiiieredsdssss,0,0,0,0,0,0,0,0,0,0
one beer queer,1,0,0,0,0,0,0,0,0,0
jew,0,0,0,0,1,0,0,0,0,0
throwing weapons,0,0,0,0,0,1,0,0,0,0
generous like michelle obama,0,0,0,0,0,0,1,0,0,0
best son award,0,0,0,0,0,0,0,1,0,0
chinese drug money,0,0,0,0,1,0,0,0,0,0
democratic trump replacement fund aug sep kitty,0,0,0,0,0,0,1,0,0,0
f cancer shout boosie,0,0,1,0,0,0,0,0,0,0
fat asses,0,1,0,0,0,0,0,0,0,0
thanks keeping husband alive another bachelor weekend,0,0,0,0,0,0,0,1,0,0
aids,0,0,1,0,0,0,0,0,0,0
date husband,0,0,0,0,0,0,0,1,0,0
polish brazilian delicacy,0,0,0,0,1,0,0,0,0,0
vegas,0,0,0,0,0,0,0,0,1,0
real though gov cup tip bc blended chai best part week,0,0,0,0,0,0,1,0,0,0
disneyland gay days,1,0,0,0,0,0,0,0,0,0
fbi surveillance festival_van fee,0,0,0,0,0,1,0,0,0,0
george bush care black people,0,0,0,0,0,0,1,0,0,0
funds putin watermelon farm,0,0,0,0,0,0,1,0,0,0
crossmen guard mens medium daughter amber najera,0,0,0,0,0,0,0,1,0,0
turn clinic,0,0,1,0,0,0,0,0,0,0
gay,1,0,0,0,0,0,0,0,0,0
clean assholes,0,1,0,0,0,0,0,0,0,0
australian love,0,0,0,0,1,0,0,0,0,0
vienna austria hottest city,0,0,0,0,0,0,0,0,1,0
bail khabibs cornermen,0,0,0,0,0,1,0,0,0,0
glad fav daughter,0,0,0,0,0,0,0,1,0,0
attacked persians,0,0,0,0,0,1,0,0,0,0
londonbnb,0,0,0,0,0,0,0,0,1,0
enemy,0,0,0,0,0,1,0,0,0,0
pain,0,0,1,0,0,0,0,0,0,0
adult things,0,1,0,0,0,0,0,0,0,0
irish times,0,0,0,0,1,0,0,0,0,0
criminal,0,0,0,0,0,1,0,0,0,0
delhi tours,0,0,0,0,0,0,0,0,1,0
little extra never hurt,0,0,1,0,0,0,0,0,0,0
dallas airbnb,0,0,0,0,0,0,0,0,1,0
next husband,0,0,0,0,0,0,0,1,0,0
adult rental,0,1,0,0,0,0,0,0,0,0
poker,0,0,0,1,0,0,0,0,0,0
curt damn army american immigrants land poutine price increase people curt math good,0,0,0,0,1,0,0,0,0,0
kidnapping,0,0,0,0,0,1,0,0,0,0
laundry venmo_dollar,0,0,0,0,0,0,0,0,0,0
poker,0,0,0,1,0,0,0,0,0,0
gay swear,1,0,0,0,0,0,0,0,0,0
lose bet,0,0,0,1,0,0,0,0,0,0
immigration fees,0,0,0,0,0,0,1,0,0,0
florida groceries,0,0,0,0,0,0,0,0,1,0
pornhub stuff,0,0,0,0,0,1,0,0,0,0
best indian sunburn burn ve years,0,0,0,0,1,0,0,0,0,0
bailing jail,0,0,0,0,0,1,0,0,0,0
ticket china chinese chicken,0,0,0,0,1,0,0,0,0,0
poor asians watching crazy rich asians,0,0,0,0,1,0,0,0,0,0
gay things,1,0,0,0,0,0,0,0,0,0
put jail daddy,0,0,0,0,0,1,0,0,0,0
lgbtq community service,1,0,0,0,0,0,0,0,0,0
hook,0,1,0,0,0,0,0,0,0,0
ouch,0,0,0,0,0,0,0,0,0,0
donald trump hush money,0,0,0,0,0,0,1,0,0,0
jewish need help,0,0,0,0,1,0,0,0,0,0
weed,0,0,0,1,0,0,0,0,0,0
sleepless seattle,0,0,0,0,0,0,0,0,1,0
gambling,0,0,0,1,0,0,0,0,0,0
vegas booze,0,0,0,1,0,0,0,0,1,0
government mandated payment friend,0,0,0,0,0,0,1,0,0,0
pizza qdoba constipation,0,0,1,0,0,0,0,0,0,0
best daughter ever,0,0,0,0,0,0,0,1,0,0
nuclear weapon museum,0,0,0,0,0,1,0,0,0,0
ouch,0,0,0,0,0,0,0,0,0,0
denver,0,0,0,0,0,0,0,0,1,0
watching son half half later,0,0,0,0,0,0,0,1,0,0
divorce,0,0,0,0,0,0,0,1,0,0
gambling,0,0,0,1,0,0,0,0,0,0
since queer,1,0,0,0,0,0,0,0,0,0
