Note,LGBTQ,ADULT_CONTENT,HEALTH,DRUGS_ALCOHOL_GAMBLING,RACE,VIOLENCE_CRIME,POLITICS,RELATION,LOCATION,NONE
help me pay my parking ticket so i don’t go to jail!,0,0,0,0,0,1,0,0,0,0
post jail noms 🍔,0,0,0,0,0,1,0,0,0,0
Fun things to do before jail,0,0,0,0,0,1,0,0,0,0
Truck out of jail 🤔😅,0,0,0,0,0,1,0,0,0,0
Thanks for bailing me out of jail 🏃<U+200D>♀️👮🏻<U+200D>♂️. I owe you one.,0,0,0,0,0,1,0,0,0,0
Get outta jail free card,0,0,0,0,0,1,0,0,0,0
Bailing my car out of car jail,0,0,0,0,0,1,0,0,0,0
uber to da jail,0,0,0,0,0,1,0,0,0,0
Bailing you out of jail,0,0,0,0,0,1,0,0,0,0
Bailing me out of jail,0,0,0,0,0,1,0,0,0,0
Go to jail. Do not pass go. Do not collect $200. (;,0,0,0,0,0,1,0,0,0,0
To pay to bail you out of jail at Fire Island. Indecent exposure? Really?,0,0,0,0,0,1,0,0,0,0
To get the dirt bike out of jail,0,0,0,0,0,1,0,0,0,0
JD ❤️’s jail,0,0,0,0,0,1,0,0,0,0
Birthday jail bail,0,0,0,0,0,1,0,1,0,0
For bailing you out of jail.,0,0,0,0,0,1,0,0,0,0
Get out of jail.,0,0,0,0,0,1,0,0,0,0
For bailing me out of jail,0,0,0,0,0,1,0,0,0,0
bailing me out of jail,0,0,0,0,0,1,0,0,0,0
Fun things to do before jail,0,0,0,0,0,1,0,0,0,0
Truck out of jail 🤔😅,0,0,0,0,0,1,0,0,0,0
Jail,0,0,0,0,0,1,0,0,0,0
Get outta jail free card,0,0,0,0,0,1,0,0,0,0
Bailing my car out of car jail,0,0,0,0,0,1,0,0,0,0
uber to da jail,0,0,0,0,0,0,0,0,0,0
Bailing you out of jail,0,0,0,0,0,1,0,0,0,0
Bailing me out of jail,0,0,0,0,0,1,0,0,0,0
Jail bail money,0,0,0,0,0,1,0,0,0,0
See u in jail,0,0,0,0,0,1,0,0,0,0
Loot,0,0,0,0,0,1,0,0,0,0
Disney jail,0,0,0,0,0,1,0,0,0,0
Jail💰,0,0,0,0,0,1,0,0,0,0
JD ❤️’s jail,0,0,0,0,0,1,0,0,0,0
Birthday jail bail,0,0,0,0,0,1,0,1,0,0
For bailing you out of jail.,0,0,0,0,0,1,0,0,0,0
Get out of jail.,0,0,0,0,0,1,0,0,0,0
For bailing me out of jail,0,0,0,0,0,1,0,0,0,0
bailing me out of jail,0,0,0,0,0,1,0,0,0,0
ride from lax to jail,0,0,0,0,0,1,0,0,0,0
Ride home from jail 🚓,0,0,0,0,0,1,0,0,0,0
Breaking me outta jail,0,0,0,0,0,1,0,0,0,0
Getting out of jail,0,0,0,0,0,1,0,0,0,0
Get outta jail free,0,0,0,0,0,1,0,0,0,0
thanks for scooping me from jail,0,0,0,0,0,1,0,0,0,0
so that you don’t go to jail,0,0,0,0,0,1,0,0,0,0
Hope you’re out of jail,0,0,0,0,0,1,0,0,0,0
Get out of jail bonds thankkkssss,0,0,0,0,0,1,0,0,0,0
Paying my jail release 🤙,0,0,0,0,0,1,0,0,0,0
Bailing Stephen out of jail,0,0,0,0,0,1,0,0,0,0
Bailing me out of jail,0,0,0,0,0,1,0,0,0,0
Keeping me out of jail,0,0,0,0,0,1,0,0,0,0
FBI bribe,0,0,0,0,0,1,0,0,0,0
To bribe the 🚓,0,0,0,0,0,1,0,0,0,0
Issa bribe,0,0,0,0,0,1,0,0,0,0
Political bribes,0,0,0,0,0,1,0,0,0,0
Tijuana cop bribe,0,0,0,0,0,1,0,0,0,0
The weapons of mass destruction,0,0,0,0,0,1,0,0,0,0
Tuition/weapon,0,0,0,0,0,1,0,0,0,0
Nuclear weapon museum,0,0,0,0,0,1,0,0,0,0
Not black market weapons,0,0,0,0,0,1,0,0,0,0
weapons,0,0,0,0,0,1,0,0,0,0
Money for weapons to fight back Oklahoma Insects,0,0,0,0,0,1,0,0,0,0
Throwing weapons in celebration,0,0,0,0,0,1,0,0,0,0
Imported weapons from the Middle East,0,0,0,0,0,1,0,0,0,0
Sneaky pete and the secret weapons,0,0,0,0,0,1,0,0,0,0
Drop your weapon,0,0,0,0,0,1,0,0,0,0
Throwing weapons,0,0,0,0,0,1,0,0,0,0
Nuclear weapons to take over the world,0,0,0,0,0,1,0,0,0,0
weapons,0,0,0,0,0,1,0,0,0,0
Throwing weapons,0,0,0,0,0,1,0,0,0,0
Lethal weapon -Liam madden,0,0,0,0,0,1,0,0,0,0
Primitive weaponry,0,0,0,0,0,1,0,0,0,0
Regimental weapon,0,0,0,0,0,1,0,0,0,0
baseball bat is my fav smash weapon fyi ⚾️🍷,0,0,0,0,0,1,0,0,0,0
No weapons allowed.,0,0,0,0,0,1,0,0,0,0
Biological weapons,0,0,0,0,0,1,0,0,0,0
Nuclear weapons of mass destruction,0,0,0,0,0,1,0,0,0,0
Biological weapons from Putin,0,0,0,0,0,1,0,0,0,0
Academic weapon,0,0,0,0,0,1,0,0,0,0
weapons and ammo,0,0,0,0,0,1,0,0,0,0
Nuclear weapons,0,0,0,0,0,1,0,0,0,0
Illicit weapons smuggling,0,0,0,0,0,1,0,0,0,0
Concealed weapons permit,0,0,0,0,0,1,0,0,0,0
Escaping Russian hijackers,0,0,0,0,0,1,0,0,0,0
Severe terrorism,0,0,0,0,0,1,0,0,0,0
Fighting terrorism!,0,0,0,0,0,1,0,0,0,0
Russian terrorist.,0,0,0,0,0,1,0,0,0,0
I don’t negotiate with terrorists.,0,0,0,0,0,1,0,0,0,0
"Ski mask, B.B. pistol, latex gloves, duffel bag",0,0,0,0,0,1,0,0,0,0
I swear to God I’ll pistol whip the next guy that says shenanigans,0,0,0,0,0,1,0,0,0,0
Nashville pistol whips,0,0,0,0,0,1,0,0,0,0
A suppressor for your pistol,0,0,0,0,0,1,0,0,0,0
Hold that pistol ambidextrous,0,0,0,0,0,1,0,0,0,0
6’8 with two pistols,0,0,0,0,0,1,0,0,0,0
You think you the only gun in Southie with a 🔫?,0,0,0,0,0,1,0,0,0,0
Dads gun - what I owe you for food,0,0,0,0,0,1,0,0,0,0
robbed @ gun point,0,0,0,0,0,1,0,0,0,0
Don’t bring a gun to a pause fight,0,0,0,0,0,1,0,0,0,0
Cad ...ps let me be your gun runner ;),0,0,0,0,0,1,0,0,0,0
Machine gun jugglies,0,0,0,0,0,1,0,0,0,0
Nerf gun return,0,0,0,0,0,1,0,0,0,0
for Fly gun salt,0,0,0,0,0,1,0,0,0,0
AR 9 illegal gun build,0,0,0,0,0,1,0,0,0,0
Refund for gun bash,0,0,0,0,0,1,0,0,0,0
For buying that gun off me 🔫🔫 Gang Gang,0,0,0,0,0,1,0,0,0,0
Top gun 😎,0,0,0,0,0,1,0,0,0,0
Tickets to the gun show,0,0,0,0,0,1,0,0,0,0
"A man walks into a bar. He’s asks the bartender for a glass of water. The bartender points a gun at the man. The man says, “Thank you” then leaves. Why?",0,0,0,0,0,1,0,0,0,0
A flare gun and 3 tacos,0,0,0,0,0,1,0,0,0,0
Glue gun for your class 🦖🙏🏼,0,0,0,0,0,1,0,0,0,0
Squirt gun (Emma champ),0,0,0,0,0,1,0,0,0,0
For fun run please water gun someone in eye for me,0,0,0,0,0,1,0,0,0,0
Squirt gun emoji,0,0,0,0,0,1,0,0,0,0
Prob just shot gun all this when we get home whatevs,0,0,0,0,0,1,0,0,0,0
Buy a fake gun for protection in the Hood!,0,0,0,0,0,1,0,0,0,0
For gun stuff,0,0,0,0,0,1,0,0,0,0
27 twisted tea shot gun spectical,0,0,0,0,0,1,0,0,0,0
My half for NTC alumni run n gun tournament,0,0,0,0,0,1,0,0,0,0
Shoot shoot shoot bullet bullet gun part 2,0,0,0,0,0,1,0,0,0,0
nerf gun ammo,0,0,0,0,0,1,0,0,0,0
the gun I want you to shoot me w,0,0,0,0,0,1,0,0,0,0
The gun show 💪🏻and the abs slayer,0,0,0,0,0,1,0,0,0,0
Don’t bring a knife to a gun fight,0,0,0,0,0,1,0,0,0,0
Blow gun darts for the hungry days,0,0,0,0,0,1,0,0,0,0
Nerf gun party :),0,0,0,0,0,1,0,0,0,0
🦌 new gun money,0,0,0,0,0,1,0,0,0,0
Even though my gun was broken 🍫,0,0,0,0,0,1,0,0,0,0
Jumped the gun with my division,0,0,0,0,0,1,0,0,0,0
Illegal gun making 💪🏻💪🏻,0,0,0,0,0,1,0,0,0,0
Gatling gun ammunition reserves.,0,0,0,0,0,1,0,0,0,0
Order gun cleaning set now as treat from me,0,0,0,0,0,1,0,0,0,0
Machine gun jublies,0,0,0,0,0,1,0,0,0,0
For the flare gun that gave us our freedom from this island in the middle of the Atlantic.,0,0,0,0,0,1,0,0,0,0
Airsoft gun to shoot matt,0,0,0,0,0,1,0,0,0,0
Child abuse!,0,0,0,0,0,1,0,0,0,0
rescue calories and employer abuse,0,0,0,0,0,1,0,0,0,0
Raph sexually abused me,0,0,0,0,0,1,0,0,0,0
This is child abuse...,0,0,0,0,0,1,0,0,0,0
I’m tired of the emotional abuse,0,0,0,0,0,1,0,0,0,0
Liver abuse,0,0,0,0,0,1,0,0,0,0
Years of abuse,0,0,0,0,0,1,0,0,0,0
For the abused workers at port city,0,0,0,0,0,1,0,0,0,0
Employee discount abuse,0,0,0,0,0,1,0,0,0,0
Callie’s care so she’s not abused/neglected,0,0,0,0,0,1,0,0,0,0
Out of court domestic abuse settlement,0,0,0,0,0,1,0,0,0,0
Substance abuse,0,0,0,0,0,1,0,0,0,0
House abuse,0,0,0,0,0,1,0,0,0,0
this is abuse,0,0,0,0,0,1,0,0,0,0
Mental abuse sponsored by physics,0,0,0,0,0,1,0,0,0,0
Horribly abused rental car.,0,0,0,0,0,1,0,0,0,0
I’ll Prepay for this abuse!,0,0,0,0,0,1,0,0,0,0
KD child abuse prevention!!,0,0,0,0,0,1,0,0,0,0
Domestic abuse awareness week,0,0,0,0,0,1,0,0,0,0
Child abuse,0,0,0,0,0,1,0,0,0,0
child abuse = bad,0,0,0,0,0,1,0,0,0,0
child abuse is the WOAT,0,0,0,0,0,1,0,0,0,0
Substance abuse,0,0,0,0,0,1,0,0,0,0
Compensation for countless years of verbal abuse from Julian,0,0,0,0,0,1,0,0,0,0
Prevent child abuse of America!,0,0,0,0,0,1,0,0,0,0
KD child abuse prevention!!,0,0,0,0,0,1,0,0,0,0
Domestic abuse awareness week,0,0,0,0,0,1,0,0,0,0
Child abuse,0,0,0,0,0,1,0,0,0,0
child abuse = bad,0,0,0,0,0,1,0,0,0,0
child abuse is the WOAT,0,0,0,0,0,1,0,0,0,0
Substance abuse,0,0,0,0,0,1,0,0,0,0
This is child abuse,0,0,0,0,0,1,0,0,0,0
Alcohol abuse,0,0,0,0,0,1,0,0,0,0
robbed @ gun point,0,0,0,0,0,1,0,0,0,0
Am I being robbed?,0,0,0,0,0,1,0,0,0,0
we waz robbed,0,0,0,0,0,1,0,0,0,0
#emilygetsrobbed,0,0,0,0,0,1,0,0,0,0
I got robbed,0,0,0,0,0,1,0,0,0,0
Funding for drug trafficking,0,0,0,0,0,1,0,0,0,0
human trafficking,0,0,0,0,0,1,0,0,0,0
International arms trafficking,0,0,0,0,0,1,0,0,0,0
Human trafficking?,0,0,0,0,0,1,0,0,0,0
human trafficking,0,0,0,0,0,1,0,0,0,0
Successful human trafficking,0,0,0,0,0,1,0,0,0,0
Human trafficking,0,0,0,0,0,1,0,0,0,0
More human trafficking,0,0,0,0,0,1,0,0,0,0
for human trafficking,0,0,0,0,0,1,0,0,0,0
Child trafficking fee,0,0,0,0,0,1,0,0,0,0
Child trafficking and high treason bail fund,0,0,0,0,0,1,0,0,0,0
Definitely not human trafficking 😉,0,0,0,0,0,1,0,0,0,0
Human trafficking,0,0,0,0,0,1,0,0,0,0
Human trafficking,0,0,0,0,0,1,0,0,0,0
Not drug trafficking,0,0,0,0,0,1,0,0,0,0
Human trafficking,0,0,0,0,0,1,0,0,0,0
Human trafficking,0,0,0,0,0,1,0,0,0,0
Dwarf trafficking,0,0,0,0,0,1,0,0,0,0
human trafficking,0,0,0,0,0,1,0,0,0,0
Human trafficking,0,0,0,0,0,1,0,0,0,0
Human trafficking,0,0,0,0,0,1,0,0,0,0
Human trafficking,0,0,0,0,0,1,0,0,0,0
Human trafficking,0,0,0,0,0,1,0,0,0,0
Human trafficking,0,0,0,0,0,1,0,0,0,0
Child trafficking,0,0,0,0,0,1,0,0,0,0
Bake sale stuff ^_^ end trafficking!,0,0,0,0,0,1,0,0,0,0
human trafficking,0,0,0,0,0,1,0,0,0,0
Child trafficking,0,0,0,0,0,1,0,0,0,0
Human trafficking,0,0,0,0,0,1,0,0,0,0
hopefully nobody takes us into trafficking today,0,0,0,0,0,1,0,0,0,0
Trump did 9/11,0,0,0,0,0,1,0,0,0,0
Bush did 9/11,0,0,0,0,0,1,0,0,0,0
🚫🦄martin luther king did 9/11,0,0,0,0,0,1,0,0,0,0
9/11 conspiracy club meeting snacks,0,0,0,0,0,1,0,0,0,0
George bush did 9/11,0,0,0,0,0,1,0,0,0,0
Maria likes me better so I’m going to court for full custody,0,0,0,0,0,1,0,0,0,0
Cuban missile crisis,0,0,0,0,0,1,0,0,0,0
Cuban missile crisis,0,0,0,0,0,1,0,0,0,0
Delilah missiles,0,0,0,0,0,1,0,0,0,0
Cuban missile,0,0,0,0,0,1,0,0,0,0
Planetary defense missiles,0,0,0,0,0,1,0,0,0,0
Guided missiles,0,0,0,0,0,1,0,0,0,0
😎 Make 'em whistle like a missile,0,0,0,0,0,1,0,0,0,0
Surprise! full security deposit return thirst missile,0,0,0,0,0,1,0,0,0,0
Surprise! full security deposit return thirst missile,0,0,0,0,0,1,0,0,0,0
Blueprints for missile silo,0,0,0,0,0,1,0,0,0,0
Ozzie's missile launcher 🙄,0,0,0,0,0,1,0,0,0,0
small phallic missiles,0,0,0,0,0,1,0,0,0,0
The russian missile,0,0,0,0,0,1,0,0,0,0
Ballistic missiles,0,0,0,0,0,1,0,0,0,0
Pendleton missile secrets 💾🚀🚁,0,0,0,0,0,1,0,0,0,0
Cuban missile crisis,0,0,0,0,0,1,0,0,0,0
getting out of prison early,0,0,0,0,0,1,0,0,0,0
do you want to leave prison Bc I will pay for your bail if you want to let me buy you a drink,0,0,0,0,0,1,0,0,0,0
18 years of prison time,0,0,0,0,0,1,0,0,0,0
Enjoy prison,0,0,0,0,0,1,0,0,0,0
That time you bailed me out from the Singaporean prison.,0,0,0,0,0,1,0,0,0,0
Peruvian prison bail money,0,0,0,0,0,1,0,0,0,0
Hillary Clinton for prison 2018,0,0,0,0,0,1,1,0,0,0
You can fit so much stuff in that prison pocket,0,0,0,0,0,1,0,0,0,0
Bail for prison,0,0,0,0,0,1,0,0,0,0
Visiting me in prison,0,0,0,0,0,1,0,0,0,0
I turned 21 in prison doing life without parole,0,0,0,0,0,1,0,0,0,0
Avoiding debtors prison,0,0,0,0,0,1,0,0,0,0
I would’ve participated if I was prison mike 1,0,0,0,0,0,1,0,0,0,0
prisoner's,0,0,0,0,0,1,0,0,0,0
Bailing me out of prison,0,0,0,0,0,1,0,0,0,0
muchas gracias prison mike (hehe get it your finsta is prison mike and you got me mikes thank you thank you),0,0,0,0,0,1,0,0,0,0
The prison,0,0,0,0,0,1,0,0,0,0
The worst thing about prison was-was the Dementors.,0,0,0,0,0,1,0,0,0,0
prison scare,0,0,0,0,0,1,0,0,0,0
Bailing me out of that prison in Thailand.,0,0,0,0,0,1,0,0,0,0
Chicago and prison,0,0,0,0,0,1,0,0,0,0
Floridian prison,0,0,0,0,0,1,0,0,0,0
Hiding my dope in his prison pocket. Thanks bro!,0,0,0,0,0,1,0,0,0,0
Going to prison resort for insider trading... with Kevin as ur cellmate,0,0,0,0,0,1,0,0,0,0
Thai prison bail amount,0,0,0,0,0,1,0,0,0,0
peer pressuring me to get scared in a haunted prison,0,0,0,0,0,1,0,0,0,0
"Well, I guess that wasn’t the last blackmail payment...",0,0,0,0,0,1,0,0,0,0
blackmail is illegal btw,0,0,0,0,0,1,0,0,0,0
For the blackmail,0,0,0,0,0,1,0,0,0,0
stop blackmailing me,0,0,0,0,0,1,0,0,0,0
Ransom/blackmail,0,0,0,0,0,1,0,0,0,0
blackmailing me,0,0,0,0,0,1,0,0,0,0
I'm being blackmailed,0,0,0,0,0,1,0,0,0,0
#extortion #blackmail #blessed,0,0,0,0,0,1,0,0,0,0
Drug/blackmail/extortion money,0,0,0,0,0,1,0,0,0,0
blackmail,0,0,0,0,0,1,0,0,0,0
blackmail 💖💚💖,0,0,0,0,0,1,0,0,0,0
blackmail,0,0,0,0,0,1,0,0,0,0
"This is blackmail, pay up",0,0,0,0,0,1,0,0,0,0
"For the blackmail you just sent me, best be on your best behavior when Amy comes around...",0,0,0,0,0,1,0,0,0,0
You can never blackmail me again,0,0,0,0,0,1,0,0,0,0
blackmail,0,0,0,0,0,1,0,0,0,0
FUK YOU this is blackmail,0,0,0,0,0,1,0,0,0,0
Frisbee jerseys and blackmail,0,0,0,0,0,1,0,0,0,0
This is for you to burn the blackmail photos of me dancing naked to ABBA,0,0,0,0,0,1,0,0,0,0
For the love of god stop blackmailing me!!,0,0,0,0,0,1,0,0,0,0
Weekly blackmail installment,0,0,0,0,0,1,0,0,0,0
Adam Knowles payment for suicide,0,0,0,0,0,1,0,0,0,0
suicide,0,0,0,0,0,1,0,0,0,0
1/2 suicide with me,0,0,0,0,0,1,0,0,0,0
2x suicide,0,0,0,0,0,1,0,0,0,0
For helping me commit suicide.,0,0,0,0,0,1,0,0,0,0
heres my suicide note,0,0,0,0,0,1,0,0,0,0
Bc today’s date 🤪 #domesticviolenceawareness,0,0,0,0,0,1,0,0,0,0
"stop abusing woman, they should be respected. #stopdomesticviolence",0,0,0,0,0,1,0,0,0,0
KERMIT SUICIDE,0,0,0,0,0,1,0,0,0,0
it’s all a conspiracy to bankrupt us,0,0,0,0,0,1,0,0,0,0
Domestic Abuse (October),0,0,0,0,0,1,0,0,0,0
Thx for not killing us on the way home 😘,0,0,0,0,0,1,0,0,0,0
Crime scene fee,0,0,0,0,0,1,0,0,0,0
Killing eve,0,0,0,0,0,1,0,0,0,0
REI robbery,0,0,0,0,0,1,0,0,0,0
bail money 🚔,0,0,0,0,0,1,0,0,0,0
Machine gun jugglies,0,0,0,0,0,1,0,0,0,0
Bail,0,0,0,0,0,1,0,0,0,0
Killing the planet,0,0,0,0,0,1,0,0,0,0
Bail money,0,0,0,0,0,1,0,0,0,0
Child abuse!,0,0,0,0,0,1,0,0,0,0
Hostage Negotiations,0,0,0,0,0,1,0,0,0,0
bail money,0,0,0,0,0,1,0,0,0,0
Armed robbery,0,0,0,0,0,1,0,0,0,0
Knife and stuff!,0,0,0,0,0,1,0,0,0,0
Lost the battle but will win the war,0,0,0,0,0,1,0,0,0,0
Plan of attack,0,0,0,0,0,1,0,0,0,0
Trafficking,0,0,0,0,0,1,0,0,0,0
Torture,0,0,0,0,0,1,0,0,0,0
Killing it,0,0,0,0,0,1,0,0,0,0
HOSTAGE RANSOM,0,0,0,0,0,1,0,0,0,0
Highway to jail,0,0,0,0,0,1,0,0,0,0
Torture!!,0,0,0,0,0,1,0,0,0,0
Bail money,0,0,0,0,0,1,0,0,0,0
Criminal Dance Party 🤘🤘,0,0,0,0,0,1,0,0,0,0
Shooters shoot,0,0,0,0,0,1,0,0,0,0
Killing my co-worker,0,0,0,0,0,1,0,0,0,0
Bailing fig out of jail,0,0,0,0,0,1,0,0,0,0
Bail money 💰,0,0,0,0,0,1,0,0,0,0
Weekend bail fund,0,0,0,0,0,1,0,0,0,0
To bail Camden out of jail,0,0,0,0,0,1,0,0,0,0
Blackout in old town,0,0,0,0,0,1,0,0,0,0
Drinks before Jail,0,0,0,0,0,1,0,0,0,0
Gun stuff,0,0,0,0,0,1,0,0,0,0
3 dollars towards bailing your wife out of jail,0,0,0,0,0,1,0,0,0,0
Bail,0,0,0,0,0,1,0,0,0,0
Total destruction to your mind,0,0,0,0,0,1,0,0,0,0
Substance abuse,0,0,0,0,0,1,0,0,0,0
Sorry for holding you hostage in my garage.,0,0,0,0,0,1,0,0,0,0
8/5 Bail,0,0,0,0,0,1,0,0,0,0
8/5 bail ♥️🖤,0,0,0,0,0,1,0,0,0,0
The battle of Troy,0,0,0,0,0,1,0,0,0,0
8/5 bail,0,0,0,0,0,1,0,0,0,0
8/5 bail,0,0,0,0,0,1,0,0,0,0
8/5 bail,0,0,0,0,0,1,0,0,0,0
Beach club robbery,0,0,0,0,0,1,0,0,0,0
Project carnage and destruction,0,0,0,0,0,1,0,0,0,0
8/5 bail,0,0,0,0,0,1,0,0,0,0
Bail $$$....sssssusshhh!,0,0,0,0,0,1,0,0,0,0
BAIL 💸,0,0,0,0,0,1,0,0,0,0
this is abuse,0,0,0,0,0,1,0,0,0,0
"Mine and Adams summer slaughter . Beer , and cigs",0,0,0,0,0,1,0,0,0,0
West County Bail Fund.,0,0,0,0,0,1,0,0,0,0
Prison bail,0,0,0,0,0,1,0,0,0,0
You killing me,0,0,0,0,0,1,0,0,0,0
shoot ur shot,0,0,0,0,0,1,0,0,0,0
Keg killer,0,0,0,0,0,1,0,0,0,0
joewid’s bail,0,0,0,0,0,1,0,0,0,0
Killer Kristin: it’s a TKO,0,0,0,0,0,1,0,0,0,0
Pistol,0,0,0,0,0,1,0,0,0,0
Serial killer survival funds,0,0,0,0,0,1,0,0,0,0
"Infiltrate the enemy, moving on em randomly",0,0,0,0,0,1,0,0,0,0
Battle,0,0,0,0,0,1,0,0,0,0
Morty’s portal gun,0,0,0,0,0,1,0,0,0,0
For almost killing me! 🚗,0,0,0,0,0,1,0,0,0,0
Killing my sister,0,0,0,0,0,1,0,0,0,0
🦌 new gun money,0,0,0,0,0,1,0,0,0,0
For bail and legal fees,0,0,0,0,0,1,0,0,0,0
Suicide race,0,0,0,0,0,1,0,0,0,0
Destroying the taxi industry,0,0,0,0,0,1,0,0,0,0
Beth being a terrorist,0,0,0,0,0,1,0,0,0,0
Suicide pool,0,0,0,0,0,1,0,0,0,0
Joint custody,0,0,0,0,0,1,0,0,0,0
Corruption inherent in the system,0,0,0,0,0,1,0,0,0,0
Conspiracy theory meeting,0,0,0,0,0,1,0,0,0,0
Criminal,0,0,0,0,0,1,0,0,0,0
shoot me 🔫,0,0,0,0,0,1,0,0,0,0
killing our bodies,0,0,0,0,0,1,0,0,0,0
Vaporizing the enemy,0,0,0,0,0,1,0,0,0,0
Criminal,0,0,0,0,0,1,0,0,0,0
Trafficking (clothes),0,0,0,0,0,1,0,0,0,0
killing vincent,0,0,0,0,0,1,0,0,0,0
Killing myself,0,0,0,0,0,1,0,0,0,0
LADY KILLER,0,0,0,0,0,1,0,0,0,0
You’ve made an enemy of me,0,0,0,0,0,1,0,0,0,0
Breaking me outta jail,0,0,0,0,0,1,0,0,0,0
Suicide football pool,0,0,0,0,0,1,0,0,0,0
Fire move immediately,0,0,0,0,0,1,0,0,0,0
Suicide football pool,0,0,0,0,0,1,0,0,0,0
Blackout bus,0,0,0,0,0,1,0,0,0,0
Destroy my liver,0,0,0,0,0,1,0,0,0,0
Assassination attempt and also a sensual back rub,0,0,0,0,0,1,0,0,0,0
Getting out of jail,0,0,0,0,0,1,0,0,0,0
"Strippers, drugs, assault rifles, and sandwiches.",0,1,0,1,0,1,0,0,0,0
Deposit for Senior Shoot,0,0,0,0,0,1,0,0,0,0
Criminal Activity Supplies and Funyuns.,0,0,0,0,0,1,0,0,0,0
Blackout,0,0,0,0,0,1,0,0,0,0
Holy Fire donation,0,0,0,0,0,1,0,0,0,0
Sonic Blackout Part Infinity,0,0,0,0,0,1,0,0,0,0
Sonic Blackout,0,0,0,0,0,1,0,0,0,0
Suicide and Other Sad Things,0,0,0,0,0,1,0,0,0,0
That fire,0,0,0,0,0,1,0,0,0,0
Suicide,0,0,0,0,0,1,0,0,0,0
Suicide,0,0,0,0,0,1,0,0,0,0
Death and destruction on a global scale,0,0,0,0,0,1,0,0,0,0
Shooting,0,0,0,0,0,1,0,0,0,0
Bail bond,0,0,0,0,0,1,0,0,0,0
Suicide pool,0,0,0,0,0,1,0,0,0,0
JACK ATTACK,0,0,0,0,0,1,0,0,0,0
Jail,0,0,0,0,0,1,0,0,0,0
Robbery,0,0,0,0,0,1,0,0,0,0
Fire flame,0,0,0,0,0,1,0,0,0,0
Shooting,0,0,0,0,0,1,0,0,0,0
Gun parts,0,0,0,0,0,1,0,0,0,0
BWI parking robbery,0,0,0,0,0,1,0,0,0,0
Grocs and jail,0,0,0,0,0,1,0,0,0,0
Shoot 'em up!,0,0,0,0,0,1,0,0,0,0
Bail,0,0,0,0,0,1,0,0,0,0
For the nerf gun shots,0,0,0,0,0,1,0,0,0,0
Human trafficking,0,0,0,0,0,1,0,0,0,0
Grocs and jail,0,0,0,0,0,1,0,0,0,0
Crime place,0,0,0,0,0,1,0,0,0,0
Daily burglary,0,0,0,0,0,1,0,0,0,0
Passive burglary 💰,0,0,0,0,0,1,0,0,0,0
Flat out burrito burglary 🌯,0,0,0,0,0,1,0,0,0,0
Food theft,0,0,0,0,0,1,0,0,0,0
$20M in God damn theft,0,0,0,0,0,1,0,0,0,0
identity theft🤠,0,0,0,0,0,1,0,0,0,0
Legal theft,0,0,0,0,0,1,0,0,0,0
Identity theft,0,0,0,0,0,1,0,0,0,0
Joayns amazon theft,0,0,0,0,0,1,0,0,0,0
Broom theft,0,0,0,0,0,1,0,0,0,0
"Identity theft is not a joke, jim.",0,0,0,0,0,1,0,0,0,0
Identity theft,0,0,0,0,0,1,0,0,0,0
Sea of thieves,0,0,0,0,0,1,0,0,0,0
Damn thieves,0,0,0,0,0,1,0,0,0,0
Hobo electricity thieves,0,0,0,0,0,1,0,0,0,0
Straw thieves,0,0,0,0,0,1,0,0,0,0
Glasses thieves,0,0,0,0,0,1,0,0,0,0
Stupid thieves,0,0,0,0,0,1,0,0,0,0
"4 thieves labels please 🖤🖤🖤🖤 Kristin Sahagun 10512 Lindesmith Ave Whittier, Ca 90603",0,0,0,0,0,1,0,0,0,0
stopping the mail thieves!!!!! 📬,0,0,0,0,0,1,0,0,0,0
Taking my request to the phantom thieves,0,0,0,0,0,1,0,0,0,0
F wallet thieves! ✊️,0,0,0,0,0,1,0,0,0,0
Friends > thieves,0,0,0,0,0,1,0,0,0,0
Denim thieves,0,0,0,0,0,1,0,0,0,0
Nothing but thieves 🎟,0,0,0,0,0,1,0,0,0,0
AP for the thieves,0,0,0,0,0,1,0,0,0,0
Spectrum thieves,0,0,0,0,0,1,0,0,0,0
Yankees are thieves,0,0,0,0,0,1,0,0,0,0
Hat thieves,0,0,0,0,0,1,0,0,0,0
apple • pear • carrot • ginger •thieves,0,0,0,0,0,1,0,0,0,0
Leftover gas bill from the thieves of 1333,0,0,0,0,0,1,0,0,0,0
Glasses thieves,0,0,0,0,0,1,0,0,0,0
Let’s start a riot,0,0,0,0,0,1,0,0,0,0
Cleaning and thieves,0,0,0,0,0,1,0,0,0,0
thieves,0,0,0,0,0,1,0,0,0,0
Att thieves lol,0,0,0,0,0,1,0,0,0,0
The ballroom thieves!,0,0,0,0,0,1,0,0,0,0
The ballroom thieves!!,0,0,0,0,0,1,0,0,0,0
Chip thieves,0,0,0,0,0,1,0,0,0,0
40 thieves,0,0,0,0,0,1,0,0,0,0
A feast for thieves,0,0,0,0,0,1,0,0,0,0
gas money thieves 😤,0,0,0,0,0,1,0,0,0,0
thieves,0,0,0,0,0,1,0,0,0,0
LP&L bunch of thieves,0,0,0,0,0,1,0,0,0,0
Den of thieves,0,0,0,0,0,1,0,0,0,0
LOCAL CRIMINAL,0,0,0,0,0,1,0,0,0,0
What the shoot,0,0,0,0,0,1,0,0,0,0
